issue_id,project_id,task_id,issue_type,severity,reported_date,resolved_date,approval_delay_days,issue_status
1502,14,12742,RFI,High,2024-02-16,,3,Open
1503,8,11522,Safety,High,2022-11-25,,19,Closed
1504,23,14631,Safety,Low,2023-03-11,,1,Closed
1505,18,13694,Safety,Low,2023-11-19,,11,Closed
1506,4,10654,Safety,Low,2023-09-23,,13,Closed
1507,8,11562,RFI,Medium,2024-01-01,,19,Open
1508,13,12548,RFI,High,2022-10-11,,7,Open
1509,8,11581,RFI,High,2023-08-24,,11,Open
1510,25,14997,RFI,Low,2024-01-17,,23,Open
1511,16,13204,RFI,Low,2022-08-16,,23,Open
1512,15,13063,NCR,Low,2022-03-25,,0,Closed
1513,4,10786,NCR,Medium,2023-07-24,,22,Open
1514,25,15161,Safety,Low,2023-07-07,,12,Closed
1515,20,13985,NCR,Medium,2023-03-31,,20,Closed
1516,1,10038,Safety,Low,2022-04-24,,6,Open
1517,25,15017,NCR,Medium,2022-11-21,,8,Closed
1518,11,12135,RFI,Medium,2023-12-18,,13,Open
1519,4,10745,RFI,Low,2023-06-02,,16,Open
1520,8,11647,Safety,High,2023-02-16,,4,Open
1521,10,11992,NCR,High,2023-04-15,,9,Open
1522,5,10965,RFI,High,2022-11-07,,13,Open
1523,3,10542,RFI,Medium,2023-04-29,,15,Open
1524,16,13312,NCR,Low,2022-06-14,,21,Closed
1525,3,10534,RFI,Low,2024-04-20,,22,Closed
1526,12,12471,RFI,Low,2022-09-12,,2,Closed
1527,3,10634,Safety,Medium,2023-09-13,,2,Closed
1528,26,15344,Safety,Low,2023-12-27,,0,Open
1529,20,14006,NCR,Medium,2024-05-11,,21,Closed
1530,22,14568,RFI,High,2023-02-26,,2,Open
1531,17,13378,NCR,High,2022-07-07,,18,Open
1532,3,10591,Safety,Low,2023-07-17,,17,Closed
1533,21,14317,Safety,Medium,2022-09-21,,6,Closed
1534,5,10887,Safety,Low,2022-06-30,,22,Open
1535,26,15236,NCR,Low,2023-01-06,,12,Closed
1536,14,12746,NCR,Medium,2024-09-13,,10,Open
1537,21,14184,Safety,Low,2022-01-16,,24,Closed
1538,3,10496,NCR,Low,2024-03-18,,22,Closed
1539,18,13668,Safety,Medium,2024-05-24,,13,Open
1540,18,13643,RFI,High,2022-06-17,,17,Closed
1541,2,10363,Safety,High,2022-11-12,,6,Open
1542,25,15171,Safety,High,2023-08-15,,12,Closed
1543,6,11151,Safety,Low,2022-08-09,,19,Closed
1544,15,12939,NCR,Low,2023-08-26,,2,Closed
1545,18,13606,Safety,Low,2024-06-03,,0,Open
1546,12,12465,Safety,High,2023-04-05,,7,Closed
1547,24,14769,Safety,High,2022-05-20,,0,Closed
1548,5,11033,Safety,High,2022-11-22,,8,Open
1549,21,14224,NCR,Medium,2022-02-10,,2,Closed
1550,22,14453,RFI,Medium,2023-06-15,,1,Closed
1551,21,14329,Safety,High,2023-08-03,,12,Open
1552,28,15733,RFI,High,2023-02-22,,14,Closed
1553,4,10663,NCR,Medium,2023-02-17,,12,Closed
1554,9,11842,RFI,Low,2023-03-01,,1,Closed
1555,23,14682,RFI,Medium,2022-11-21,,8,Open
1556,10,11990,Safety,High,2022-09-14,,14,Open
1557,25,14987,RFI,Low,2024-02-19,,2,Open
1558,1,10071,RFI,Medium,2023-12-27,,1,Closed
1559,19,13807,Safety,High,2023-07-04,,5,Closed
1560,16,13327,NCR,Medium,2023-09-01,,0,Open
1561,8,11577,NCR,High,2023-08-26,,4,Closed
1562,11,12259,Safety,Medium,2023-12-03,,18,Closed
1563,3,10579,Safety,High,2022-10-15,,0,Open
1564,11,12298,Safety,Medium,2023-12-13,,21,Open
1565,19,13862,NCR,Low,2022-06-12,,9,Closed
1566,6,11259,Safety,Low,2022-07-17,,22,Closed
1567,23,14678,Safety,Low,2023-11-08,,21,Closed
1568,26,15237,RFI,Low,2022-01-29,,23,Open
1569,24,14796,Safety,Low,2023-12-07,,16,Open
1570,7,11313,Safety,Medium,2023-05-21,,17,Open
1571,2,10362,NCR,Medium,2023-04-22,,20,Closed
1572,10,11941,NCR,High,2022-07-21,,14,Closed
1573,20,14161,NCR,Medium,2022-06-23,,11,Closed
1574,17,13372,RFI,Low,2022-07-29,,4,Closed
1575,16,13243,Safety,High,2022-11-22,,2,Closed
1576,18,13561,Safety,High,2022-05-31,,7,Open
1577,20,14080,NCR,High,2023-01-24,,4,Closed
1578,9,11803,Safety,Medium,2022-08-19,,13,Closed
1579,8,11650,NCR,Medium,2024-03-03,,11,Closed
1580,12,12454,RFI,High,2022-09-16,,6,Closed
1581,25,15164,NCR,High,2022-07-20,,2,Open
1582,28,15619,Safety,Medium,2022-09-23,,17,Closed
1583,11,12243,Safety,High,2023-04-09,,15,Open
1584,18,13619,Safety,Low,2023-03-16,,15,Open
1585,25,15002,NCR,Medium,2022-04-29,,13,Closed
1586,19,13786,NCR,High,2022-08-28,,1,Closed
1587,23,14697,NCR,Medium,2022-10-18,,8,Open
1588,21,14283,RFI,Low,2023-02-24,,22,Open
1589,12,12463,NCR,Low,2022-11-30,,14,Open
1590,11,12245,RFI,High,2022-12-05,,16,Closed
1591,22,14389,Safety,Medium,2022-04-04,,22,Open
1592,1,10010,RFI,Low,2023-06-17,,8,Closed
1593,16,13133,NCR,High,2022-09-05,,4,Closed
1594,3,10406,Safety,Medium,2023-09-24,,18,Open
1595,5,10874,Safety,Medium,2022-08-27,,11,Open
1596,15,13067,NCR,Medium,2023-06-26,,6,Closed
1597,19,13790,Safety,Low,2022-09-01,,12,Closed
1598,22,14425,NCR,Low,2022-11-05,,3,Closed
1599,19,13894,RFI,Medium,2022-10-17,,17,Open
1600,28,15729,Safety,Medium,2022-08-18,,1,Closed
1601,17,13414,NCR,Medium,2023-04-23,,20,Closed
1602,25,15167,Safety,Low,2023-02-14,,22,Closed
1603,26,15232,NCR,Medium,2024-01-30,,10,Closed
1604,14,12750,RFI,High,2023-07-04,,16,Closed
1605,8,11628,Safety,Low,2023-01-26,,5,Closed
1606,15,13060,RFI,Medium,2023-09-11,,12,Closed
1607,13,12587,Safety,High,2022-07-13,,3,Closed
1608,4,10856,RFI,Medium,2023-08-23,,12,Open
1609,3,10446,RFI,Low,2024-03-31,,22,Closed
