weather_id,project_id,date,rainfall_mm,temperature_c,weather_severity,work_stop_flag
18387,25,2023-12-26,1,33,Normal,N
18388,25,2023-12-27,1,25,Moderate,N
18389,25,2023-12-28,129,32,Normal,N
18390,25,2023-12-29,119,39,Moderate,N
18391,25,2023-12-30,73,27,Moderate,N
18392,25,2023-12-31,37,31,Moderate,N
18393,25,2024-01-01,110,36,Normal,N
18394,25,2024-01-02,43,26,Severe,Y
18395,25,2024-01-03,40,30,Moderate,N
18396,25,2024-01-04,76,42,Normal,N
18397,25,2024-01-05,51,27,Normal,N
18398,25,2024-01-06,21,32,Normal,N
18399,25,2024-01-07,59,26,Normal,N
18400,25,2024-01-08,112,26,Normal,N
18401,25,2024-01-09,22,24,Normal,N
18402,25,2024-01-10,69,25,Moderate,N
18403,25,2024-01-11,62,30,Normal,N
18404,25,2024-01-12,117,33,Moderate,N
18405,25,2024-01-13,48,26,Normal,N
18406,25,2024-01-14,115,24,Normal,N
18407,25,2024-01-15,84,31,Normal,N
18408,25,2024-01-16,48,28,Normal,N
18409,25,2024-01-17,86,34,Normal,N
18410,25,2024-01-18,8,26,Severe,Y
18411,25,2024-01-19,48,33,Moderate,N
18412,25,2024-01-20,129,31,Moderate,N
18413,25,2024-01-21,125,29,Moderate,N
18414,25,2024-01-22,60,39,Normal,N
18415,25,2024-01-23,20,32,Normal,N
18416,25,2024-01-24,39,42,Severe,Y
18417,25,2024-01-25,60,40,Moderate,N
18418,25,2024-01-26,115,39,Moderate,N
18419,25,2024-01-27,50,29,Severe,Y
18420,25,2024-01-28,117,30,Normal,N
18421,25,2024-01-29,34,43,Moderate,N
18422,25,2024-01-30,86,24,Normal,N
18423,25,2024-01-31,59,34,Moderate,N
18424,25,2024-02-01,110,36,Normal,N
18425,25,2024-02-02,38,34,Normal,N
18426,25,2024-02-03,66,24,Normal,N
18427,25,2024-02-04,95,36,Severe,Y
18428,25,2024-02-05,42,25,Normal,N
18429,25,2024-02-06,29,42,Moderate,N
18430,25,2024-02-07,90,32,Normal,N
18431,25,2024-02-08,49,43,Moderate,N
18432,25,2024-02-09,128,29,Normal,N
18433,25,2024-02-10,63,40,Normal,N
18434,25,2024-02-11,64,32,Severe,Y
18435,25,2024-02-12,65,27,Normal,N
18436,25,2024-02-13,70,24,Moderate,N
18437,25,2024-02-14,101,42,Normal,N
18438,25,2024-02-15,118,25,Normal,N
18439,25,2024-02-16,21,35,Normal,N
18440,25,2024-02-17,11,36,Normal,N
18441,25,2024-02-18,89,29,Normal,N
18442,25,2024-02-19,118,42,Normal,N
18443,25,2024-02-20,137,42,Moderate,N
18444,25,2024-02-21,109,33,Normal,N
18445,25,2024-02-22,126,40,Moderate,N
18446,25,2024-02-23,140,25,Normal,N
18447,25,2024-02-24,57,36,Moderate,N
18448,25,2024-02-25,8,41,Moderate,N
18449,25,2024-02-26,64,33,Moderate,N
18450,25,2024-02-27,63,29,Normal,N
18451,25,2024-02-28,57,41,Normal,N
18452,25,2024-02-29,51,37,Normal,N
18453,25,2024-03-01,63,30,Normal,N
18454,25,2024-03-02,100,32,Normal,N
18455,25,2024-03-03,106,35,Normal,N
18456,25,2024-03-04,71,43,Severe,Y
18457,25,2024-03-05,43,36,Normal,N
18458,25,2024-03-06,11,25,Moderate,N
18459,25,2024-03-07,10,28,Normal,N
18460,25,2024-03-08,138,41,Moderate,N
18461,25,2024-03-09,65,40,Normal,N
18462,25,2024-03-10,76,35,Normal,N
18463,25,2024-03-11,79,27,Moderate,N
18464,25,2024-03-12,82,31,Normal,N
18465,25,2024-03-13,54,30,Normal,N
18466,25,2024-03-14,46,40,Moderate,N
18467,25,2024-03-15,63,37,Normal,N
18468,25,2024-03-16,138,26,Moderate,N
18469,25,2024-03-17,122,27,Severe,Y
18470,25,2024-03-18,73,40,Normal,N
18471,25,2024-03-19,1,31,Moderate,N
18472,25,2024-03-20,21,30,Normal,N
18473,25,2024-03-21,125,27,Normal,N
18474,25,2024-03-22,10,26,Normal,N
18475,25,2024-03-23,13,27,Moderate,N
18476,25,2024-03-24,95,29,Normal,N
18477,25,2024-03-25,131,32,Normal,N
18478,25,2024-03-26,78,41,Normal,N
18479,25,2024-03-27,74,36,Severe,Y
18480,25,2024-03-28,87,35,Normal,N
18481,25,2024-03-29,129,30,Normal,N
18482,25,2024-03-30,112,33,Moderate,N
18483,25,2024-03-31,117,38,Normal,N
18484,25,2024-04-01,104,39,Normal,N
18485,25,2024-04-02,114,36,Severe,Y
18486,25,2024-04-03,21,41,Normal,N
18487,25,2024-04-04,74,40,Normal,N
18488,25,2024-04-05,30,32,Normal,N
18489,25,2024-04-06,68,31,Moderate,N
18490,25,2024-04-07,81,37,Normal,N
18491,25,2024-04-08,52,35,Normal,N
18492,25,2024-04-09,87,25,Normal,N
18493,25,2024-04-10,1,40,Normal,N
18494,25,2024-04-11,139,27,Moderate,N
18495,25,2024-04-12,114,32,Normal,N
18496,25,2024-04-13,70,24,Severe,Y
18497,25,2024-04-14,22,38,Normal,N
18498,25,2024-04-15,99,30,Normal,N
18499,25,2024-04-16,56,33,Normal,N
18500,25,2024-04-17,53,28,Normal,N
18501,25,2024-04-18,106,33,Normal,N
18502,25,2024-04-19,75,40,Normal,N
18503,25,2024-04-20,43,39,Moderate,N
18504,26,2022-01-04,59,32,Moderate,N
18505,26,2022-01-05,51,35,Normal,N
18506,26,2022-01-06,75,37,Normal,N
18507,26,2022-01-07,39,27,Normal,N
18508,26,2022-01-08,12,37,Normal,N
18509,26,2022-01-09,27,38,Normal,N
18510,26,2022-01-10,90,27,Normal,N
18511,26,2022-01-11,6,39,Normal,N
18512,26,2022-01-12,36,35,Normal,N
18513,26,2022-01-13,5,24,Normal,N
18514,26,2022-01-14,5,34,Normal,N
18515,26,2022-01-15,130,26,Severe,Y
18516,26,2022-01-16,107,37,Severe,Y
18517,26,2022-01-17,84,37,Normal,N
18518,26,2022-01-18,109,31,Normal,N
18519,26,2022-01-19,74,39,Normal,N
18520,26,2022-01-20,102,36,Normal,N
18521,26,2022-01-21,9,41,Normal,N
18522,26,2022-01-22,65,34,Normal,N
18523,26,2022-01-23,122,32,Normal,N
18524,26,2022-01-24,25,31,Normal,N
18525,26,2022-01-25,89,32,Normal,N
18526,26,2022-01-26,113,40,Moderate,N
18527,26,2022-01-27,112,26,Moderate,N
18528,26,2022-01-28,63,39,Moderate,N
18529,26,2022-01-29,95,43,Normal,N
18530,26,2022-01-30,105,38,Normal,N
18531,26,2022-01-31,86,24,Moderate,N
18532,26,2022-02-01,106,29,Moderate,N
18533,26,2022-02-02,99,28,Moderate,N
18534,26,2022-02-03,119,31,Normal,N
18535,26,2022-02-04,88,30,Moderate,N
18536,26,2022-02-05,108,24,Moderate,N
18537,26,2022-02-06,41,39,Normal,N
18538,26,2022-02-07,130,29,Normal,N
18539,26,2022-02-08,26,43,Normal,N
18540,26,2022-02-09,64,36,Normal,N
18541,26,2022-02-10,43,25,Normal,N
18542,26,2022-02-11,77,39,Moderate,N
18543,26,2022-02-12,89,34,Normal,N
18544,26,2022-02-13,22,26,Normal,N
18545,26,2022-02-14,45,31,Normal,N
18546,26,2022-02-15,120,31,Normal,N
18547,26,2022-02-16,110,31,Normal,N
18548,26,2022-02-17,101,41,Moderate,N
18549,26,2022-02-18,114,24,Moderate,N
18550,26,2022-02-19,38,32,Moderate,N
18551,26,2022-02-20,95,30,Normal,N
18552,26,2022-02-21,6,30,Normal,N
18553,26,2022-02-22,7,36,Normal,N
18554,26,2022-02-23,118,42,Severe,Y
18555,26,2022-02-24,76,32,Moderate,N
18556,26,2022-02-25,91,32,Moderate,N
18557,26,2022-02-26,10,41,Normal,N
18558,26,2022-02-27,114,28,Moderate,N
18559,26,2022-02-28,128,33,Moderate,N
18560,26,2022-03-01,19,34,Severe,Y
18561,26,2022-03-02,57,33,Normal,N
18562,26,2022-03-03,99,34,Moderate,N
18563,26,2022-03-04,101,28,Normal,N
18564,26,2022-03-05,34,31,Normal,N
18565,26,2022-03-06,35,24,Normal,N
18566,26,2022-03-07,117,38,Moderate,N
18567,26,2022-03-08,31,36,Moderate,N
18568,26,2022-03-09,68,28,Normal,N
18569,26,2022-03-10,73,32,Normal,N
18570,26,2022-03-11,127,36,Normal,N
18571,26,2022-03-12,120,35,Moderate,N
18572,26,2022-03-13,127,39,Moderate,N
18573,26,2022-03-14,103,43,Severe,Y
18574,26,2022-03-15,93,35,Normal,N
18575,26,2022-03-16,108,36,Normal,N
18576,26,2022-03-17,88,40,Severe,Y
18577,26,2022-03-18,23,30,Normal,N
18578,26,2022-03-19,119,33,Moderate,N
18579,26,2022-03-20,63,35,Normal,N
18580,26,2022-03-21,71,24,Normal,N
18581,26,2022-03-22,69,25,Normal,N
18582,26,2022-03-23,104,27,Normal,N
18583,26,2022-03-24,122,24,Normal,N
18584,26,2022-03-25,129,33,Normal,N
18585,26,2022-03-26,22,43,Normal,N
18586,26,2022-03-27,113,32,Normal,N
18587,26,2022-03-28,74,27,Moderate,N
18588,26,2022-03-29,113,36,Normal,N
18589,26,2022-03-30,131,43,Normal,N
18590,26,2022-03-31,46,33,Normal,N
18591,26,2022-04-01,58,31,Normal,N
18592,26,2022-04-02,18,30,Normal,N
18593,26,2022-04-03,96,35,Severe,Y
18594,26,2022-04-04,22,43,Normal,N
18595,26,2022-04-05,56,38,Normal,N
18596,26,2022-04-06,75,26,Normal,N
18597,26,2022-04-07,23,24,Normal,N
18598,26,2022-04-08,27,36,Moderate,N
18599,26,2022-04-09,60,27,Severe,Y
18600,26,2022-04-10,49,32,Normal,N
18601,26,2022-04-11,122,33,Normal,N
18602,26,2022-04-12,140,31,Normal,N
18603,26,2022-04-13,0,29,Moderate,N
18604,26,2022-04-14,6,39,Normal,N
18605,26,2022-04-15,54,40,Normal,N
18606,26,2022-04-16,56,34,Normal,N
18607,26,2022-04-17,109,30,Severe,Y
18608,26,2022-04-18,85,36,Moderate,N
18609,26,2022-04-19,121,35,Normal,N
18610,26,2022-04-20,71,25,Moderate,N
18611,26,2022-04-21,139,35,Normal,N
18612,26,2022-04-22,79,38,Severe,Y
18613,26,2022-04-23,60,33,Moderate,N
18614,26,2022-04-24,129,39,Normal,N
18615,26,2022-04-25,88,27,Moderate,N
18616,26,2022-04-26,117,37,Normal,N
18617,26,2022-04-27,53,32,Normal,N
18618,26,2022-04-28,126,27,Normal,N
18619,26,2022-04-29,107,30,Normal,N
18620,26,2022-04-30,21,29,Normal,N
18621,26,2022-05-01,78,27,Moderate,N
18622,26,2022-05-02,128,42,Normal,N
18623,26,2022-05-03,45,26,Normal,N
18624,26,2022-05-04,0,38,Normal,N
18625,26,2022-05-05,119,26,Normal,N
18626,26,2022-05-06,18,37,Normal,N
18627,26,2022-05-07,6,26,Normal,N
18628,26,2022-05-08,64,26,Moderate,N
18629,26,2022-05-09,45,37,Normal,N
18630,26,2022-05-10,34,42,Moderate,N
18631,26,2022-05-11,59,33,Severe,Y
18632,26,2022-05-12,12,28,Normal,N
18633,26,2022-05-13,130,43,Normal,N
18634,26,2022-05-14,14,25,Normal,N
18635,26,2022-05-15,82,43,Moderate,N
18636,26,2022-05-16,132,34,Normal,N
18637,26,2022-05-17,33,31,Normal,N
18638,26,2022-05-18,112,38,Normal,N
18639,26,2022-05-19,78,32,Normal,N
18640,26,2022-05-20,134,37,Moderate,N
18641,26,2022-05-21,93,32,Severe,Y
18642,26,2022-05-22,120,26,Normal,N
18643,26,2022-05-23,136,36,Normal,N
18644,26,2022-05-24,64,27,Normal,N
18645,26,2022-05-25,76,25,Normal,N
18646,26,2022-05-26,30,27,Normal,N
18647,26,2022-05-27,61,27,Severe,Y
18648,26,2022-05-28,17,34,Normal,N
18649,26,2022-05-29,132,36,Moderate,N
18650,26,2022-05-30,4,29,Normal,N
18651,26,2022-05-31,92,28,Moderate,N
18652,26,2022-06-01,132,24,Normal,N
18653,26,2022-06-02,90,39,Normal,N
18654,26,2022-06-03,97,31,Normal,N
18655,26,2022-06-04,139,39,Normal,N
18656,26,2022-06-05,62,25,Severe,Y
18657,26,2022-06-06,7,39,Normal,N
18658,26,2022-06-07,133,39,Normal,N
18659,26,2022-06-08,21,35,Normal,N
18660,26,2022-06-09,113,36,Normal,N
18661,26,2022-06-10,16,35,Normal,N
18662,26,2022-06-11,57,41,Moderate,N
18663,26,2022-06-12,30,26,Normal,N
18664,26,2022-06-13,114,36,Moderate,N
18665,26,2022-06-14,51,41,Normal,N
18666,26,2022-06-15,117,42,Normal,N
18667,26,2022-06-16,107,42,Normal,N
18668,26,2022-06-17,22,39,Normal,N
18669,26,2022-06-18,27,40,Severe,Y
18670,26,2022-06-19,7,28,Severe,Y
18671,26,2022-06-20,24,42,Normal,N
18672,26,2022-06-21,73,29,Normal,N
18673,26,2022-06-22,112,36,Normal,N
18674,26,2022-06-23,130,31,Normal,N
18675,26,2022-06-24,32,36,Normal,N
18676,26,2022-06-25,101,43,Moderate,N
18677,26,2022-06-26,17,36,Normal,N
18678,26,2022-06-27,6,36,Normal,N
18679,26,2022-06-28,102,27,Normal,N
18680,26,2022-06-29,47,29,Severe,Y
18681,26,2022-06-30,48,31,Severe,Y
18682,26,2022-07-01,56,25,Moderate,N
18683,26,2022-07-02,121,25,Normal,N
18684,26,2022-07-03,120,40,Normal,N
18685,26,2022-07-04,129,37,Severe,Y
18686,26,2022-07-05,73,39,Severe,Y
18687,26,2022-07-06,65,41,Moderate,N
18688,26,2022-07-07,30,27,Normal,N
18689,26,2022-07-08,85,41,Normal,N
18690,26,2022-07-09,63,27,Normal,N
18691,26,2022-07-10,56,35,Normal,N
18692,26,2022-07-11,93,33,Normal,N
18693,26,2022-07-12,107,29,Moderate,N
18694,26,2022-07-13,20,42,Moderate,N
18695,26,2022-07-14,24,34,Normal,N
18696,26,2022-07-15,40,39,Severe,Y
18697,26,2022-07-16,36,37,Normal,N
18698,26,2022-07-17,72,34,Moderate,N
18699,26,2022-07-18,125,26,Normal,N
18700,26,2022-07-19,120,40,Moderate,N
18701,26,2022-07-20,82,35,Normal,N
18702,26,2022-07-21,7,41,Severe,Y
18703,26,2022-07-22,73,38,Normal,N
18704,26,2022-07-23,135,41,Normal,N
18705,26,2022-07-24,139,24,Normal,N
18706,26,2022-07-25,122,26,Normal,N
18707,26,2022-07-26,81,37,Normal,N
18708,26,2022-07-27,48,32,Normal,N
18709,26,2022-07-28,6,37,Moderate,N
18710,26,2022-07-29,0,35,Moderate,N
18711,26,2022-07-30,84,36,Normal,N
18712,26,2022-07-31,80,32,Severe,Y
18713,26,2022-08-01,40,39,Normal,N
18714,26,2022-08-02,93,27,Moderate,N
18715,26,2022-08-03,24,39,Moderate,N
18716,26,2022-08-04,38,32,Normal,N
18717,26,2022-08-05,79,26,Moderate,N
18718,26,2022-08-06,39,36,Normal,N
18719,26,2022-08-07,22,43,Normal,N
18720,26,2022-08-08,106,30,Moderate,N
18721,26,2022-08-09,91,43,Moderate,N
18722,26,2022-08-10,50,27,Normal,N
18723,26,2022-08-11,66,33,Severe,Y
18724,26,2022-08-12,55,29,Normal,N
18725,26,2022-08-13,75,38,Severe,Y
18726,26,2022-08-14,114,34,Normal,N
18727,26,2022-08-15,92,32,Normal,N
18728,26,2022-08-16,59,42,Severe,Y
18729,26,2022-08-17,98,31,Normal,N
18730,26,2022-08-18,18,30,Moderate,N
18731,26,2022-08-19,49,32,Normal,N
18732,26,2022-08-20,119,27,Moderate,N
18733,26,2022-08-21,6,39,Normal,N
18734,26,2022-08-22,70,42,Normal,N
18735,26,2022-08-23,120,37,Severe,Y
18736,26,2022-08-24,78,24,Normal,N
18737,26,2022-08-25,49,36,Normal,N
18738,26,2022-08-26,50,25,Normal,N
18739,26,2022-08-27,88,25,Severe,Y
18740,26,2022-08-28,55,24,Moderate,N
18741,26,2022-08-29,64,30,Normal,N
18742,26,2022-08-30,22,39,Normal,N
18743,26,2022-08-31,42,33,Normal,N
18744,26,2022-09-01,104,28,Moderate,N
18745,26,2022-09-02,56,25,Normal,N
18746,26,2022-09-03,106,43,Moderate,N
18747,26,2022-09-04,33,43,Normal,N
18748,26,2022-09-05,54,36,Normal,N
18749,26,2022-09-06,22,24,Normal,N
18750,26,2022-09-07,134,27,Moderate,N
18751,26,2022-09-08,125,32,Moderate,N
18752,26,2022-09-09,91,38,Moderate,N
18753,26,2022-09-10,111,34,Normal,N
18754,26,2022-09-11,28,36,Moderate,N
18755,26,2022-09-12,103,33,Normal,N
18756,26,2022-09-13,46,43,Normal,N
18757,26,2022-09-14,37,40,Normal,N
18758,26,2022-09-15,76,38,Moderate,N
18759,26,2022-09-16,13,35,Normal,N
18760,26,2022-09-17,117,24,Normal,N
18761,26,2022-09-18,123,34,Normal,N
18762,26,2022-09-19,99,26,Normal,N
18763,26,2022-09-20,26,29,Normal,N
18764,26,2022-09-21,92,32,Moderate,N
18765,26,2022-09-22,116,30,Normal,N
18766,26,2022-09-23,4,40,Normal,N
18767,26,2022-09-24,92,35,Severe,Y
18768,26,2022-09-25,15,38,Moderate,N
18769,26,2022-09-26,116,27,Normal,N
18770,26,2022-09-27,36,33,Normal,N
18771,26,2022-09-28,98,40,Normal,N
18772,26,2022-09-29,105,42,Normal,N
18773,26,2022-09-30,85,25,Normal,N
18774,26,2022-10-01,0,28,Normal,N
18775,26,2022-10-02,123,33,Normal,N
18776,26,2022-10-03,103,38,Moderate,N
18777,26,2022-10-04,132,24,Normal,N
18778,26,2022-10-05,93,26,Normal,N
18779,26,2022-10-06,127,31,Moderate,N
18780,26,2022-10-07,21,42,Normal,N
18781,26,2022-10-08,99,34,Normal,N
18782,26,2022-10-09,26,42,Moderate,N
18783,26,2022-10-10,76,26,Moderate,N
18784,26,2022-10-11,33,37,Normal,N
18785,26,2022-10-12,50,27,Normal,N
18786,26,2022-10-13,26,26,Normal,N
18787,26,2022-10-14,127,39,Moderate,N
18788,26,2022-10-15,140,42,Normal,N
18789,26,2022-10-16,33,31,Moderate,N
18790,26,2022-10-17,136,39,Normal,N
18791,26,2022-10-18,12,24,Normal,N
18792,26,2022-10-19,47,28,Moderate,N
18793,26,2022-10-20,128,40,Normal,N
18794,26,2022-10-21,79,41,Normal,N
18795,26,2022-10-22,102,41,Moderate,N
18796,26,2022-10-23,81,35,Moderate,N
18797,26,2022-10-24,63,40,Normal,N
18798,26,2022-10-25,71,34,Severe,Y
18799,26,2022-10-26,129,32,Normal,N
18800,26,2022-10-27,136,38,Moderate,N
18801,26,2022-10-28,5,31,Normal,N
18802,26,2022-10-29,136,39,Moderate,N
18803,26,2022-10-30,59,32,Moderate,N
18804,26,2022-10-31,14,27,Normal,N
18805,26,2022-11-01,19,28,Normal,N
18806,26,2022-11-02,65,37,Severe,Y
18807,26,2022-11-03,91,30,Normal,N
18808,26,2022-11-04,15,25,Moderate,N
18809,26,2022-11-05,74,25,Severe,Y
18810,26,2022-11-06,132,43,Normal,N
18811,26,2022-11-07,110,32,Normal,N
18812,26,2022-11-08,55,41,Severe,Y
18813,26,2022-11-09,66,29,Moderate,N
18814,26,2022-11-10,88,34,Normal,N
18815,26,2022-11-11,8,32,Moderate,N
18816,26,2022-11-12,123,38,Moderate,N
18817,26,2022-11-13,55,39,Normal,N
18818,26,2022-11-14,99,28,Moderate,N
18819,26,2022-11-15,38,28,Normal,N
18820,26,2022-11-16,50,36,Severe,Y
18821,26,2022-11-17,106,38,Normal,N
18822,26,2022-11-18,105,25,Moderate,N
18823,26,2022-11-19,26,31,Severe,Y
18824,26,2022-11-20,2,32,Normal,N
18825,26,2022-11-21,55,38,Normal,N
18826,26,2022-11-22,24,26,Normal,N
18827,26,2022-11-23,54,41,Normal,N
18828,26,2022-11-24,119,29,Normal,N
18829,26,2022-11-25,51,25,Normal,N
18830,26,2022-11-26,5,37,Normal,N
18831,26,2022-11-27,68,32,Normal,N
18832,26,2022-11-28,5,37,Severe,Y
18833,26,2022-11-29,59,31,Severe,Y
18834,26,2022-11-30,31,43,Normal,N
18835,26,2022-12-01,63,39,Normal,N
18836,26,2022-12-02,51,31,Normal,N
18837,26,2022-12-03,94,35,Normal,N
18838,26,2022-12-04,10,33,Normal,N
18839,26,2022-12-05,59,26,Normal,N
18840,26,2022-12-06,101,42,Normal,N
18841,26,2022-12-07,73,27,Severe,Y
18842,26,2022-12-08,38,26,Normal,N
18843,26,2022-12-09,17,32,Moderate,N
18844,26,2022-12-10,76,25,Normal,N
18845,26,2022-12-11,70,33,Normal,N
18846,26,2022-12-12,81,28,Normal,N
18847,26,2022-12-13,77,28,Moderate,N
18848,26,2022-12-14,82,27,Moderate,N
18849,26,2022-12-15,87,24,Severe,Y
18850,26,2022-12-16,124,30,Moderate,N
18851,26,2022-12-17,12,26,Normal,N
18852,26,2022-12-18,107,41,Severe,Y
18853,26,2022-12-19,51,30,Normal,N
18854,26,2022-12-20,100,40,Normal,N
18855,26,2022-12-21,106,35,Moderate,N
18856,26,2022-12-22,128,31,Normal,N
18857,26,2022-12-23,96,40,Normal,N
18858,26,2022-12-24,105,32,Normal,N
18859,26,2022-12-25,33,24,Normal,N
18860,26,2022-12-26,9,33,Normal,N
18861,26,2022-12-27,59,24,Normal,N
18862,26,2022-12-28,45,35,Normal,N
18863,26,2022-12-29,1,36,Normal,N
18864,26,2022-12-30,126,31,Moderate,N
18865,26,2022-12-31,121,26,Moderate,N
18866,26,2023-01-01,22,32,Moderate,N
18867,26,2023-01-02,86,25,Moderate,N
18868,26,2023-01-03,45,32,Moderate,N
18869,26,2023-01-04,105,40,Normal,N
18870,26,2023-01-05,126,24,Severe,Y
18871,26,2023-01-06,93,41,Normal,N
18872,26,2023-01-07,67,39,Normal,N
18873,26,2023-01-08,114,37,Normal,N
18874,26,2023-01-09,140,31,Normal,N
18875,26,2023-01-10,87,29,Normal,N
18876,26,2023-01-11,123,35,Moderate,N
18877,26,2023-01-12,84,31,Normal,N
18878,26,2023-01-13,8,39,Normal,N
18879,26,2023-01-14,42,41,Normal,N
18880,26,2023-01-15,18,28,Moderate,N
18881,26,2023-01-16,75,37,Normal,N
18882,26,2023-01-17,88,37,Normal,N
18883,26,2023-01-18,126,31,Moderate,N
18884,26,2023-01-19,61,24,Normal,N
18885,26,2023-01-20,62,29,Moderate,N
18886,26,2023-01-21,54,24,Normal,N
18887,26,2023-01-22,138,39,Moderate,N
18888,26,2023-01-23,75,33,Normal,N
18889,26,2023-01-24,38,31,Moderate,N
18890,26,2023-01-25,21,36,Moderate,N
18891,26,2023-01-26,0,35,Normal,N
18892,26,2023-01-27,46,25,Moderate,N
18893,26,2023-01-28,5,34,Normal,N
18894,26,2023-01-29,127,38,Normal,N
18895,26,2023-01-30,139,42,Normal,N
18896,26,2023-01-31,90,29,Moderate,N
18897,26,2023-02-01,110,31,Normal,N
18898,26,2023-02-02,106,42,Moderate,N
18899,26,2023-02-03,69,35,Severe,Y
18900,26,2023-02-04,131,34,Normal,N
18901,26,2023-02-05,98,39,Normal,N
18902,26,2023-02-06,30,25,Normal,N
18903,26,2023-02-07,7,26,Normal,N
18904,26,2023-02-08,36,28,Normal,N
18905,26,2023-02-09,17,24,Moderate,N
18906,26,2023-02-10,70,31,Normal,N
18907,26,2023-02-11,65,27,Normal,N
18908,26,2023-02-12,53,37,Normal,N
18909,26,2023-02-13,39,27,Moderate,N
18910,26,2023-02-14,87,28,Normal,N
18911,26,2023-02-15,61,42,Moderate,N
18912,26,2023-02-16,71,40,Normal,N
18913,26,2023-02-17,140,25,Normal,N
18914,26,2023-02-18,29,43,Moderate,N
18915,26,2023-02-19,24,41,Normal,N
18916,26,2023-02-20,60,31,Severe,Y
18917,26,2023-02-21,11,28,Normal,N
18918,26,2023-02-22,39,30,Moderate,N
18919,26,2023-02-23,38,32,Severe,Y
18920,26,2023-02-24,13,41,Normal,N
18921,26,2023-02-25,87,39,Normal,N
18922,26,2023-02-26,114,24,Severe,Y
18923,26,2023-02-27,58,36,Normal,N
18924,26,2023-02-28,109,43,Normal,N
18925,26,2023-03-01,54,35,Normal,N
18926,26,2023-03-02,34,27,Normal,N
18927,26,2023-03-03,100,35,Normal,N
18928,26,2023-03-04,113,29,Normal,N
18929,26,2023-03-05,59,30,Moderate,N
18930,26,2023-03-06,118,25,Normal,N
18931,26,2023-03-07,106,26,Moderate,N
18932,26,2023-03-08,98,27,Moderate,N
18933,26,2023-03-09,57,40,Normal,N
18934,26,2023-03-10,69,27,Moderate,N
18935,26,2023-03-11,104,33,Normal,N
18936,26,2023-03-12,65,33,Severe,Y
18937,26,2023-03-13,135,42,Normal,N
18938,26,2023-03-14,42,43,Moderate,N
18939,26,2023-03-15,104,35,Normal,N
18940,26,2023-03-16,43,35,Normal,N
18941,26,2023-03-17,98,33,Moderate,N
18942,26,2023-03-18,24,35,Normal,N
18943,26,2023-03-19,136,24,Moderate,N
18944,26,2023-03-20,24,38,Moderate,N
18945,26,2023-03-21,120,30,Normal,N
18946,26,2023-03-22,77,41,Moderate,N
18947,26,2023-03-23,5,24,Severe,Y
18948,26,2023-03-24,53,41,Moderate,N
18949,26,2023-03-25,0,43,Normal,N
18950,26,2023-03-26,110,24,Normal,N
18951,26,2023-03-27,56,42,Severe,Y
18952,26,2023-03-28,45,39,Moderate,N
18953,26,2023-03-29,60,43,Normal,N
18954,26,2023-03-30,105,25,Moderate,N
18955,26,2023-03-31,113,35,Moderate,N
18956,26,2023-04-01,41,31,Severe,Y
18957,26,2023-04-02,82,33,Normal,N
18958,26,2023-04-03,97,35,Normal,N
18959,26,2023-04-04,129,25,Normal,N
18960,26,2023-04-05,137,40,Normal,N
18961,26,2023-04-06,31,31,Normal,N
18962,26,2023-04-07,134,29,Normal,N
18963,26,2023-04-08,78,36,Normal,N
18964,26,2023-04-09,69,35,Normal,N
18965,26,2023-04-10,27,31,Normal,N
18966,26,2023-04-11,0,38,Normal,N
18967,26,2023-04-12,127,41,Moderate,N
18968,26,2023-04-13,117,35,Moderate,N
18969,26,2023-04-14,102,38,Severe,Y
18970,26,2023-04-15,91,35,Moderate,N
18971,26,2023-04-16,137,31,Normal,N
18972,26,2023-04-17,52,24,Normal,N
18973,26,2023-04-18,58,29,Moderate,N
18974,26,2023-04-19,20,26,Normal,N
18975,26,2023-04-20,138,26,Normal,N
18976,26,2023-04-21,10,37,Normal,N
18977,26,2023-04-22,85,41,Moderate,N
18978,26,2023-04-23,128,41,Normal,N
18979,26,2023-04-24,40,27,Normal,N
18980,26,2023-04-25,98,32,Moderate,N
18981,26,2023-04-26,22,27,Normal,N
18982,26,2023-04-27,140,43,Normal,N
18983,26,2023-04-28,104,28,Normal,N
18984,26,2023-04-29,82,37,Normal,N
18985,26,2023-04-30,117,27,Normal,N
18986,26,2023-05-01,79,37,Normal,N
18987,26,2023-05-02,124,35,Normal,N
18988,26,2023-05-03,0,33,Normal,N
18989,26,2023-05-04,59,42,Moderate,N
18990,26,2023-05-05,80,36,Moderate,N
18991,26,2023-05-06,62,36,Normal,N
18992,26,2023-05-07,26,24,Normal,N
18993,26,2023-05-08,138,40,Normal,N
18994,26,2023-05-09,52,36,Normal,N
18995,26,2023-05-10,44,38,Normal,N
18996,26,2023-05-11,48,41,Normal,N
18997,26,2023-05-12,35,33,Normal,N
18998,26,2023-05-13,69,35,Normal,N
18999,26,2023-05-14,16,38,Normal,N
19000,26,2023-05-15,113,27,Normal,N
19001,26,2023-05-16,60,31,Normal,N
19002,26,2023-05-17,12,39,Normal,N
19003,26,2023-05-18,13,25,Normal,N
19004,26,2023-05-19,130,32,Normal,N
19005,26,2023-05-20,85,30,Normal,N
19006,26,2023-05-21,88,30,Normal,N
19007,26,2023-05-22,123,28,Moderate,N
19008,26,2023-05-23,131,43,Severe,Y
19009,26,2023-05-24,22,36,Moderate,N
19010,26,2023-05-25,116,40,Normal,N
