dependency_id,project_id,predecessor_task_id,successor_task_id,dependency_type,lag_days,critical_dependency_flag
2314,6,14143,11242,FF,4,N
2315,8,10576,11672,SS,2,Y
2316,7,10400,11461,FS,3,N
2317,7,11911,11398,FF,5,N
2318,6,10891,11278,FS,1,N
2319,14,14007,12776,FS,2,Y
2320,4,11863,10746,SS,3,Y
2321,9,12144,11749,SS,1,N
2322,1,11576,10168,SS,2,Y
2323,23,13787,14715,FF,3,N
2324,1,12292,10142,FS,1,N
2325,4,10687,10805,FF,4,Y
2326,10,10883,12009,FS,5,Y
2327,20,13536,14028,FS,2,N
2328,22,10191,14416,FF,1,N
2329,11,13235,12249,SS,5,Y
2330,3,15652,10455,SS,0,N
2331,28,11898,15710,FS,1,N
2332,12,13482,12461,FF,2,Y
2333,18,14195,13504,FF,2,N
2334,14,10464,12881,FF,1,Y
2335,3,12038,10441,FF,1,N
2336,9,11483,11828,FF,2,Y
2337,14,11214,12812,FS,3,Y
2338,14,14275,12789,SS,0,N
2339,13,15530,12644,FS,4,N
2340,24,14266,14801,FS,0,N
2341,5,12126,10985,FS,1,N
2342,16,14493,13241,FF,5,N
2343,9,12916,11746,FF,5,Y
2344,20,15651,14077,SS,0,N
2345,15,14757,12985,FS,2,Y
2346,21,11318,14290,SS,4,Y
2347,9,13445,11843,FS,4,N
2348,13,11926,12626,FF,4,N
2349,27,15200,15446,SS,2,N
2350,21,12900,14208,FF,2,Y
2351,2,10026,10377,SS,5,N
2352,1,14305,10206,SS,4,N
2353,11,12484,12212,FF,2,Y
2354,11,12242,12195,SS,2,N
2355,7,15162,11377,FF,2,N
2356,15,15631,13002,FS,0,N
2357,21,13959,14356,SS,0,Y
2358,17,13196,13422,SS,3,N
2359,13,12962,12568,SS,3,N
2360,3,10836,10419,SS,0,Y
2361,2,15271,10284,FF,0,Y
2362,5,14730,10872,FS,5,N
2363,11,13615,12146,FF,4,N
2364,26,14938,15337,SS,3,N
2365,2,11621,10355,FS,3,Y
2366,22,10189,14398,FF,4,N
2367,27,12133,15451,SS,1,Y
2368,16,10215,13277,SS,5,N
2369,12,15223,12458,FF,2,Y
2370,18,10497,13558,FS,0,Y
2371,16,12796,13325,SS,4,Y
2372,19,14157,13901,FS,3,N
2373,8,12714,11597,FF,0,N
2374,23,13674,14672,FS,0,Y
2375,7,10534,11470,FF,4,N
2376,27,10359,15505,SS,1,Y
2377,8,15050,11602,FS,0,Y
2378,26,14976,15329,FS,5,Y
2379,3,13905,10459,FF,1,Y
2380,10,13841,12024,FF,0,N
2381,23,10833,14713,SS,5,N
2382,19,10984,13904,FF,1,Y
2383,18,13850,13550,FF,5,Y
2384,21,12456,14367,FF,3,Y
2385,20,13184,14155,FS,3,Y
2386,2,15210,10376,FF,3,Y
2387,5,14461,10884,FS,2,Y
2388,18,12439,13568,SS,5,N
2389,4,11789,10692,SS,3,Y
2390,14,12954,12843,FF,2,Y
2391,17,13529,13480,SS,5,N
2392,16,12076,13318,FF,2,N
2393,15,13717,13092,FF,4,N
2394,2,12853,10318,FF,2,Y
2395,16,10017,13228,FF,3,Y
2396,21,11547,14286,SS,3,Y
2397,10,10946,11903,FF,5,N
2398,23,14283,14661,FS,5,N
2399,3,13773,10509,FS,3,Y
2400,28,11828,15608,FS,5,N
2401,24,12775,14926,FF,4,N
2402,21,10632,14225,SS,2,N
2403,25,10645,15036,SS,5,Y
2404,12,11581,12470,FS,1,N
2405,23,11001,14580,FF,3,Y
2406,26,10612,15417,FS,4,N
2407,4,10664,10755,SS,3,Y
2408,25,13710,14988,FS,0,N
2409,8,11643,11551,FS,3,N
2410,28,13753,15596,SS,3,N
2411,1,12141,10126,FS,4,Y
2412,27,15730,15544,FF,4,N
2413,11,11617,12175,SS,3,Y
2414,14,12124,12806,FS,3,Y
2415,8,15557,11600,SS,3,N
2416,8,13397,11503,FF,3,Y
2417,14,13433,12773,SS,0,N
2418,15,14810,13049,FF,0,Y
2419,10,10849,12015,SS,5,N
2420,15,12890,12962,FF,3,N
2421,12,10290,12435,FS,0,Y
2422,7,11298,11417,FS,1,Y
2423,27,15387,15581,FF,2,Y
2424,18,10450,13731,FF,0,N
2425,14,10951,12752,SS,1,N
2426,11,10170,12293,SS,2,N
2427,6,10185,11169,SS,0,N
2428,7,15372,11416,FS,1,N
2429,16,14784,13167,FS,5,Y
2430,26,10555,15214,SS,0,N
2431,2,13698,10301,FS,3,Y
2432,26,14335,15366,FS,3,N
2433,21,15165,14299,FS,2,Y
2434,27,11065,15441,FF,2,N
2435,26,14679,15420,SS,2,N
2436,18,10871,13512,FS,4,Y
2437,17,15692,13339,SS,1,N
2438,4,14256,10863,FS,1,Y
2439,21,14735,14196,FF,5,Y
2440,6,10121,11141,SS,1,Y
2441,27,15467,15461,FF,1,Y
2442,5,15710,10936,SS,5,Y
2443,12,13460,12359,FS,4,N
2444,14,13303,12745,FF,2,Y
2445,21,14828,14307,FS,3,N
2446,1,15637,10042,SS,1,Y
2447,10,10543,11934,SS,3,N
2448,15,13108,12991,FF,4,N
2449,14,11209,12882,FF,2,N
2450,12,15372,12379,SS,5,Y
2451,13,13849,12544,FS,1,Y
2452,18,10899,13508,FS,3,N
2453,5,15491,10929,FF,5,N
2454,10,13409,11914,FF,5,N
2455,2,10590,10282,SS,0,N
2456,23,11802,14669,SS,3,Y
2457,9,12332,11850,FS,5,Y
2458,25,13919,15040,SS,0,N
2459,8,11045,11579,FF,2,Y
2460,2,15006,10340,FS,0,Y
2461,5,12832,10898,SS,5,Y
2462,17,15739,13416,FS,4,Y
2463,1,13399,10179,SS,0,Y
2464,21,13158,14358,FS,3,Y
2465,13,14882,12666,FS,4,Y
2466,5,12329,11068,SS,0,N
2467,4,11394,10803,SS,2,Y
2468,10,10992,11919,SS,3,Y
2469,16,13717,13223,FF,2,Y
2470,14,10574,12910,SS,5,N
2471,1,11773,10207,SS,2,N
2472,3,11547,10452,FF,5,N
2473,14,10735,12817,SS,4,N
2474,1,15343,10070,FS,4,Y
2475,18,11469,13542,FS,2,Y
2476,24,15359,14795,SS,4,N
2477,15,15503,13066,SS,5,N
2478,14,10521,12767,FF,4,N
2479,14,11026,12792,FS,0,Y
2480,22,13075,14529,FF,3,N
2481,11,12546,12167,FF,3,N
2482,28,14885,15708,FF,4,N
2483,4,15243,10859,FF,3,Y
2484,16,14541,13211,FF,1,Y
2485,13,11531,12600,FF,0,N
2486,22,12182,14473,SS,1,N
2487,2,10573,10297,FS,3,Y
2488,21,14169,14251,SS,5,Y
2489,19,15372,13818,FF,5,Y
2490,7,11448,11359,FF,0,Y
2491,22,11447,14455,FS,0,Y
2492,11,10960,12169,FF,4,Y
2493,5,15058,11001,FF,3,N
2494,12,11306,12503,FF,0,N
2495,19,15648,13857,FS,4,N
2496,15,10071,13085,FF,0,Y
2497,27,10557,15536,FF,3,Y
2498,22,12897,14503,FS,3,Y
2499,14,15356,12758,SS,5,Y
2500,10,12144,12091,SS,4,N
2501,8,15643,11605,FS,1,N
2502,14,13989,12867,FS,3,N
2503,6,13401,11256,FF,0,Y
2504,11,13480,12155,SS,5,N
2505,18,14743,13533,SS,0,Y
2506,20,14009,14061,FS,1,Y
2507,11,14933,12321,SS,2,Y
2508,20,14438,13977,FF,0,N
2509,16,12931,13315,FS,1,Y
2510,16,12041,13127,SS,1,N
2511,18,15525,13544,FF,1,Y
2512,13,12670,12636,FS,0,N
2513,9,14020,11813,FS,0,Y
2514,17,15575,13342,FS,0,N
2515,26,13857,15302,FF,5,Y
2516,17,11375,13449,FF,3,Y
2517,25,10142,15009,SS,5,N
2518,16,15597,13132,SS,4,Y
2519,24,10771,14900,FS,4,N
2520,4,10007,10837,FF,3,Y
2521,9,14474,11771,FF,2,N
2522,7,15208,11380,FS,0,N
2523,3,10660,10546,FF,5,N
2524,3,14064,10516,FS,0,Y
2525,12,12425,12410,FF,5,N
2526,20,12937,14054,FS,3,Y
2527,15,11055,13059,FS,3,N
2528,15,15222,12986,SS,2,N
2529,6,12694,11286,FF,5,Y
2530,26,13262,15218,FF,5,Y
2531,10,14743,11980,FS,4,N
2532,25,15057,15059,FF,1,N
2533,19,12888,13840,FF,1,Y
2534,2,12014,10269,FS,4,Y
2535,14,15495,12918,SS,4,N
2536,1,10661,10018,FS,1,Y
2537,6,11847,11152,SS,1,Y
2538,4,14837,10779,SS,4,Y
2539,17,10284,13352,FF,1,Y
2540,21,10910,14240,FF,4,Y
2541,2,14187,10253,FF,5,Y
2542,4,14132,10644,FS,2,Y
2543,8,13763,11505,FS,4,Y
2544,15,14593,13010,FS,3,N
2545,27,13143,15540,SS,5,Y
2546,19,10278,13863,SS,4,N
2547,11,12698,12271,FF,1,Y
2548,25,10641,15066,FS,1,N
2549,11,13417,12161,FF,3,N
2550,25,13538,15012,SS,5,Y
2551,25,15482,15133,FS,4,Y
2552,8,13929,11512,FF,1,Y
2553,12,11758,12342,FF,5,N
2554,19,13157,13847,FF,4,Y
2555,15,11933,13051,SS,5,N
2556,14,12053,12893,FF,1,Y
2557,22,12740,14559,SS,3,N
2558,5,15237,10903,FS,5,Y
2559,26,10499,15219,FF,1,Y
2560,18,11960,13709,FF,0,Y
2561,7,13202,11390,FS,2,Y
2562,20,11320,13984,FF,0,Y
2563,4,14838,10848,FF,4,Y
2564,25,14868,14981,FS,2,N
2565,25,14960,15145,SS,0,Y
2566,27,10753,15567,SS,2,Y
2567,8,10326,11606,FF,2,N
2568,16,11805,13256,SS,0,Y
2569,21,13475,14357,FF,0,N
2570,14,14447,12751,SS,2,N
2571,3,15090,10443,FS,2,N
2572,24,13595,14850,SS,0,Y
2573,21,11399,14275,SS,1,Y
2574,20,12490,14018,FS,3,Y
2575,27,10118,15487,FF,3,Y
2576,5,14552,10908,FF,2,Y
2577,24,13346,14956,SS,4,Y
2578,2,12057,10235,FF,5,N
2579,24,12340,14830,SS,1,N
2580,11,10061,12229,FF,3,N
2581,23,12232,14709,FS,4,Y
2582,11,11834,12327,FS,2,Y
2583,26,12990,15290,FS,0,Y
2584,12,11019,12474,FF,5,N
2585,16,14361,13289,FF,4,Y
2586,26,11501,15330,FF,5,Y
2587,17,15636,13490,FS,1,Y
2588,13,12457,12608,FF,3,Y
2589,26,13320,15276,FS,2,N
2590,22,13800,14525,FF,5,Y
2591,10,15530,12062,FS,5,N
2592,17,14008,13426,FS,2,Y
2593,1,12681,10058,SS,2,N
2594,11,14834,12193,SS,1,N
2595,7,11230,11473,FF,0,N
2596,22,15170,14443,SS,1,Y
2597,28,12676,15702,FS,1,N
2598,27,13350,15534,SS,4,Y
2599,24,11655,14877,SS,1,N
2600,7,11689,11475,FF,2,Y
2601,8,12293,11569,SS,2,N
2602,25,15372,14978,FS,2,N
2603,8,14296,11590,FF,2,N
2604,5,15029,11009,SS,5,Y
2605,22,13465,14377,SS,1,Y
2606,8,10100,11580,FS,1,Y
2607,7,10105,11305,SS,5,N
2608,18,12806,13624,FS,1,N
2609,25,12257,15064,SS,4,Y
2610,2,10803,10347,SS,4,Y
2611,3,12833,10503,FS,3,N
2612,6,10808,11233,FS,3,Y
2613,8,10836,11644,FF,5,N
2614,4,11133,10834,FS,0,N
2615,16,13992,13308,SS,2,Y
2616,11,13945,12141,FF,5,Y
2617,16,11803,13287,FS,1,Y
2618,7,11549,11363,FS,5,Y
2619,6,12615,11165,FF,4,N
2620,9,12870,11765,FF,1,N
2621,18,10652,13583,FS,3,Y
2622,7,13822,11426,SS,0,N
2623,3,14749,10543,FF,3,Y
2624,8,15169,11492,SS,2,N
2625,14,15531,12886,FF,5,N
2626,8,14506,11667,SS,1,N
2627,10,10344,11946,FF,1,N
2628,17,15716,13384,SS,2,Y
2629,3,12516,10566,FF,5,Y
2630,2,15232,10264,FF,3,Y
2631,17,13512,13338,SS,2,Y
2632,7,13913,11325,FS,2,N
2633,2,10696,10382,FF,3,Y
2634,22,14629,14489,SS,0,Y
2635,3,13654,10614,FS,2,N
2636,24,10357,14813,FF,1,Y
2637,19,13029,13744,SS,3,N
2638,20,11699,14010,FF,1,Y
2639,6,14629,11103,FS,4,N
2640,10,15517,11979,FF,3,Y
2641,6,11518,11113,SS,5,Y
2642,19,10774,13774,FS,0,Y
2643,23,11495,14595,SS,2,Y
2644,16,11109,13231,SS,5,Y
2645,8,14851,11694,SS,1,Y
2646,8,13006,11618,FS,0,Y
2647,28,13825,15594,FF,2,N
2648,18,15488,13524,FS,4,N
2649,1,11083,10033,SS,2,Y
2650,14,10286,12837,FS,0,N
2651,1,12221,10115,FS,1,Y
2652,19,11029,13875,FF,3,Y
2653,19,11721,13861,SS,0,N
2654,11,12886,12289,FS,5,Y
2655,4,10737,10821,SS,0,Y
2656,11,12147,12250,FF,0,N
2657,22,11150,14574,FF,4,N
2658,3,12299,10587,FS,3,N
2659,7,14704,11348,FS,1,Y
2660,6,14917,11099,FF,1,Y
2661,7,14727,11364,SS,1,N
2662,2,12794,10394,FF,2,N
2663,20,11557,14053,FF,0,Y
2664,20,14063,14096,FF,3,Y
2665,25,13290,15126,SS,4,Y
2666,13,10508,12698,FF,2,N
2667,19,14999,13848,FS,1,Y
2668,9,13650,11852,FS,5,Y
2669,8,12489,11523,FF,2,Y
2670,11,10912,12329,SS,5,Y
2671,2,11244,10218,FS,5,N
2672,20,10436,14165,SS,5,N
2673,22,14555,14531,FF,3,Y
2674,5,10035,10984,FF,1,N
2675,1,11274,10190,FS,5,Y
2676,22,12014,14518,FS,3,N
2677,25,12511,15095,FF,2,N
2678,8,12481,11622,FF,1,Y
2679,3,10197,10554,SS,0,Y
2680,24,14337,14920,SS,3,N
2681,18,11834,13605,SS,1,N
2682,24,11749,14825,SS,4,N
2683,7,13071,11381,FS,0,N
2684,15,12625,13029,FF,4,N
2685,6,15662,11254,FF,5,Y
2686,28,11794,15677,FF,4,N
2687,14,13441,12851,SS,3,N
2688,18,15235,13708,FS,0,N
2689,20,12611,14123,SS,5,Y
2690,14,15013,12932,SS,2,Y
2691,19,12195,13889,SS,2,Y
2692,3,14311,10405,FF,4,N
2693,9,11990,11784,FS,5,N
2694,4,13963,10667,FF,3,N
2695,15,14272,13077,FS,3,Y
2696,13,10618,12680,SS,5,N
2697,7,15049,11414,FF,3,Y
2698,16,13622,13225,FS,3,N
2699,3,15470,10529,SS,5,N
2700,7,12213,11387,FS,5,N
2701,22,13671,14523,FF,4,N
2702,20,14234,14002,SS,5,Y
2703,10,11523,12061,FS,3,N
2704,3,10244,10486,SS,2,N
2705,27,11140,15559,SS,3,Y
2706,14,10541,12777,FS,2,N
2707,21,14998,14326,FF,5,Y
2708,23,13670,14622,FS,2,N
2709,14,13144,12884,FS,3,Y
2710,18,13016,13529,FS,2,N
2711,14,14516,12760,FS,2,Y
2712,24,11373,14821,FF,1,Y
2713,13,15140,12688,FF,5,Y
2714,25,10222,15071,SS,2,Y
2715,26,14742,15406,FS,2,Y
2716,8,11289,11598,SS,4,Y
2717,3,14549,10599,SS,2,N
2718,1,15651,10159,FS,3,N
2719,15,14787,12992,FS,2,Y
2720,19,12091,13819,FS,1,N
2721,26,11816,15422,SS,3,Y
2722,27,11553,15550,FF,5,N
2723,16,10314,13140,FF,4,N
2724,19,15134,13814,SS,5,Y
2725,16,14981,13311,SS,4,N
2726,18,11254,13621,FF,0,Y
2727,6,13591,11124,FF,0,N
2728,25,14110,15148,SS,0,Y
2729,2,14307,10227,SS,3,Y
2730,20,13639,14122,SS,0,N
2731,5,11692,11029,FS,3,Y
2732,16,12041,13172,FS,3,Y
2733,3,10315,10556,FF,0,N
2734,17,14973,13370,SS,4,Y
2735,26,14699,15280,FF,3,Y
2736,12,12559,12346,FF,1,Y
2737,15,11263,12997,SS,2,Y
2738,18,15493,13623,SS,3,Y
2739,26,13421,15311,FF,5,Y
2740,4,13532,10708,FF,2,Y
2741,24,15236,14834,SS,2,N
2742,22,15071,14458,SS,0,Y
2743,24,11835,14927,FF,2,N
2744,15,14065,12977,FF,2,N
2745,6,11004,11172,FS,0,N
2746,7,13930,11456,SS,0,N
2747,23,11799,14627,SS,1,Y
2748,27,15099,15463,FS,2,Y
2749,13,11686,12677,FF,4,N
2750,20,14844,13981,FF,0,Y
2751,2,15401,10327,FF,3,Y
2752,22,11772,14570,FF,5,N
2753,3,13038,10477,FF,2,Y
2754,20,10926,14067,SS,2,Y
2755,23,10225,14647,SS,3,N
2756,17,15547,13358,SS,1,N
2757,12,13270,12513,FS,0,N
2758,17,11698,13373,FF,3,Y
2759,1,10972,10104,FF,1,N
2760,19,11537,13915,FS,2,Y
2761,7,15464,11420,FF,1,Y
2762,19,11304,13869,FS,5,N
2763,14,12110,12923,FF,1,N
2764,22,14327,14509,FS,3,N
2765,3,13211,10524,FS,0,Y
2766,5,14439,10993,FS,0,N
2767,25,13250,15098,SS,1,N
2768,9,10316,11831,FS,4,N
2769,19,14383,13951,FS,5,Y
2770,13,14464,12607,SS,1,N
2771,4,13557,10731,FS,3,N
2772,1,11369,10067,SS,3,Y
2773,14,11984,12931,FF,2,Y
2774,14,10162,12895,FF,0,Y
2775,19,10641,13934,SS,0,N
2776,28,12681,15634,FS,1,Y
2777,10,10773,11940,FS,1,Y
2778,13,14490,12667,FS,4,Y
2779,7,13376,11397,FF,2,N
2780,4,15570,10752,FF,4,Y
2781,5,12150,10886,FF,1,N
2782,3,11430,10489,FF,2,N
2783,16,12554,13209,SS,4,Y
2784,5,12747,11017,FF,3,Y
2785,10,15684,12107,FF,5,N
2786,21,14576,14222,SS,0,N
2787,13,10802,12725,SS,3,Y
2788,26,15545,15416,FS,3,Y
2789,16,12216,13254,FF,0,Y
2790,11,11361,12320,FF,3,Y
2791,10,13110,12004,FF,2,Y
2792,28,13861,15593,SS,3,N
2793,15,11341,12982,FF,4,Y
2794,4,14940,10703,FS,5,Y
2795,3,15428,10618,SS,4,Y
2796,9,14615,11725,SS,2,Y
2797,1,10439,10011,FS,2,Y
2798,18,14825,13574,SS,2,N
2799,11,13499,12201,SS,5,Y
2800,10,11285,12098,SS,2,N
2801,5,12994,10979,SS,4,Y
2802,11,10794,12273,FF,0,Y
2803,26,14896,15245,FF,1,N
2804,4,12781,10775,FS,4,Y
2805,4,13999,10760,SS,5,Y
2806,8,10792,11612,FF,0,Y
2807,23,11431,14644,FS,3,N
2808,11,15061,12221,FS,4,Y
2809,18,12201,13640,SS,4,Y
2810,10,12908,12076,SS,0,Y
2811,1,14456,10111,FF,5,N
2812,24,13535,14846,SS,0,Y
2813,24,14188,14895,FS,0,Y
2814,26,11453,15348,FS,0,N
2815,3,15374,10491,FS,2,N
2816,6,11829,11191,FF,1,Y
2817,6,11190,11090,FF,3,N
2818,24,15550,14876,SS,0,N
2819,7,15151,11480,SS,0,Y
2820,28,10526,15666,SS,3,N
2821,24,11653,14923,SS,4,N
2822,10,10571,11907,SS,3,Y
2823,25,13171,15051,FS,5,Y
2824,6,11139,11299,FS,0,Y
2825,10,11632,12073,SS,4,Y
2826,14,13716,12744,SS,2,N
2827,21,12627,14348,FF,3,Y
2828,1,12770,10072,FS,1,Y
2829,13,10045,12609,FS,4,Y
2830,21,15306,14248,FF,1,Y
2831,28,10223,15662,FF,4,N
2832,9,11522,11853,FS,0,N
2833,13,13424,12728,FS,5,Y
2834,10,14513,11943,FS,4,N
2835,6,11483,11255,FS,0,Y
2836,15,12460,13100,FF,3,N
2837,1,14575,10185,SS,1,N
2838,4,10797,10825,FS,2,Y
2839,2,10894,10387,SS,3,Y
2840,8,11337,11720,FF,1,N
2841,2,14496,10348,FF,1,N
2842,22,10050,14456,SS,3,Y
2843,27,12082,15472,FS,4,Y
2844,19,13544,13802,SS,5,Y
2845,19,14162,13775,SS,3,N
2846,3,13486,10469,SS,3,Y
2847,7,11264,11419,SS,4,Y
2848,21,10972,14279,FS,5,N
2849,3,13799,10537,SS,4,Y
2850,14,11680,12874,SS,3,N
2851,2,10039,10342,FF,4,N
2852,28,13870,15682,SS,4,N
2853,20,15329,14008,FF,3,Y
2854,6,15372,11118,FF,1,N
2855,10,10193,11996,FS,5,Y
2856,21,13752,14334,FS,5,Y
2857,8,15468,11620,SS,1,N
2858,25,10373,14991,SS,1,N
2859,23,14058,14582,FS,3,N
2860,12,11369,12491,FS,0,Y
2861,19,12617,13922,FS,3,Y
2862,26,11822,15259,SS,1,Y
2863,26,15738,15241,FS,1,N
2864,10,10967,11928,FS,2,Y
2865,21,13473,14228,FF,1,N
2866,4,14639,10720,FF,5,N
2867,25,10499,15191,SS,1,N
2868,6,12633,11084,FF,1,Y
2869,25,13347,15154,SS,0,N
2870,14,14357,12766,FF,1,Y
2871,17,11168,13400,FS,2,Y
2872,20,13554,13996,SS,1,N
2873,4,13129,10750,FS,0,N
2874,20,14427,14052,SS,3,Y
2875,15,15221,12947,SS,5,Y
2876,24,11845,14828,FS,2,N
2877,18,11823,13518,FF,3,Y
2878,8,14624,11559,FF,2,Y
2879,6,13806,11082,SS,3,N
2880,5,12904,10921,FS,0,N
2881,26,11293,15269,FF,2,N
2882,9,13966,11854,FF,4,Y
2883,22,10362,14573,SS,1,N
2884,27,14991,15464,FF,4,Y
2885,14,13529,12783,FF,5,Y
2886,4,13413,10849,FS,4,Y
2887,8,14184,11604,SS,2,N
2888,22,13133,14576,FS,3,N
2889,24,11392,14857,FF,1,N
2890,14,11611,12902,SS,0,Y
2891,19,14903,13903,FF,1,N
2892,25,12491,15048,FS,0,N
2893,18,12988,13726,SS,1,Y
2894,25,11857,15147,FS,1,N
2895,27,14117,15551,FS,5,N
2896,25,10673,15173,SS,4,Y
2897,13,15217,12660,FS,1,N
2898,6,11729,11295,FS,5,Y
2899,11,12462,12190,FS,2,N
2900,8,15680,11532,FS,4,Y
2901,16,10596,13259,FS,1,Y
2902,27,13175,15555,SS,2,N
2903,7,11190,11388,FF,2,Y
2904,18,12810,13515,FF,4,Y
2905,13,14314,12722,FF,5,N
2906,12,14707,12348,SS,0,N
2907,6,12914,11252,FF,5,N
2908,9,12467,11893,SS,5,Y
2909,3,15075,10569,FF,5,Y
2910,20,13235,14109,FF,5,N
2911,3,12645,10437,SS,4,Y
2912,8,13604,11560,SS,1,Y
2913,19,11187,13943,FS,3,N
2914,4,12273,10656,SS,4,Y
2915,18,13916,13562,FF,5,N
2916,4,11714,10781,FF,5,Y
2917,16,11932,13177,FF,0,N
2918,18,10260,13655,FF,2,N
2919,10,11425,12043,FS,3,Y
2920,13,10930,12533,FS,4,Y
2921,6,14705,11198,FF,5,N
2922,16,14533,13296,FS,0,Y
2923,20,13283,14143,FS,2,Y
2924,16,14979,13146,FS,0,N
2925,10,14405,11988,FF,3,Y
2926,4,12531,10846,SS,3,N
2927,3,10837,10603,FS,4,Y
2928,14,13574,12878,SS,4,N
2929,3,11904,10612,FF,3,Y
2930,28,13657,15651,FS,4,Y
2931,16,12002,13202,SS,3,N
2932,1,13295,10109,FS,2,N
2933,24,11816,14892,FS,5,N
2934,12,10110,12472,FS,4,Y
2935,19,11885,13788,SS,3,Y
2936,24,13773,14867,SS,2,N
2937,7,15403,11303,SS,4,N
2938,4,13433,10829,FF,5,N
2939,1,11995,10152,SS,3,Y
2940,22,10045,14421,FS,4,Y
2941,19,14119,13964,SS,2,Y
2942,16,13283,13334,FS,2,N
2943,25,12011,14996,FF,3,Y
2944,10,10313,12085,SS,2,Y
2945,10,12927,12074,FS,4,Y
2946,4,13648,10783,SS,2,Y
2947,2,15062,10398,SS,5,Y
2948,1,14912,10167,SS,1,N
2949,22,13657,14448,FF,3,N
2950,6,11803,11226,FS,4,Y
2951,9,12797,11797,SS,5,Y
2952,19,15381,13891,FS,5,Y
2953,8,14693,11643,FF,0,Y
2954,26,13013,15246,SS,1,N
2955,1,10562,10143,FF,3,N
2956,6,13760,11241,FS,2,Y
2957,10,14740,11987,FF,0,N
2958,18,10643,13594,FF,3,N
2959,12,12915,12453,FF,0,N
2960,22,12358,14512,FF,1,Y
2961,17,10818,13355,FS,2,Y
2962,12,12070,12462,FF,4,Y
2963,16,12911,13278,SS,2,Y
2964,11,10053,12224,FS,2,N
2965,2,14161,10238,SS,0,N
2966,5,15603,10990,SS,0,N
2967,24,10388,14810,SS,4,N
2968,9,13790,11759,FS,0,Y
2969,17,11292,13488,FF,4,Y
2970,5,13924,11022,FS,0,N
2971,23,13627,14734,FF,2,Y
2972,4,15136,10867,SS,2,Y
2973,25,15536,15096,FS,5,N
2974,15,12547,13003,FS,3,Y
2975,26,10841,15335,FF,4,N
2976,20,13247,14116,SS,5,N
2977,8,15143,11698,SS,4,Y
2978,28,13582,15633,FF,1,N
2979,11,12543,12218,FF,4,Y
2980,15,13144,13053,FS,4,Y
2981,19,11789,13911,FS,3,Y
2982,20,14435,14118,FS,5,N
2983,24,13395,14802,SS,3,Y
2984,8,13392,11583,FS,2,N
2985,4,14795,10804,FS,5,Y
2986,26,12744,15282,FF,4,Y
2987,6,10558,11227,SS,3,Y
2988,6,14865,11204,FS,0,N
2989,20,11870,14087,SS,2,N
2990,14,11008,12888,FF,2,N
2991,14,14180,12904,FF,0,N
2992,20,14436,14086,SS,4,N
2993,17,11862,13491,FF,3,N
2994,18,12645,13682,FF,4,N
2995,12,10153,12393,SS,0,N
2996,26,13554,15392,SS,3,N
2997,2,11853,10402,FF,0,Y
2998,18,11065,13563,SS,0,N
2999,7,12920,11347,FS,2,Y
3000,12,12034,12392,FF,5,N
3001,6,11685,11268,FF,2,N
3002,4,12793,10806,FF,3,Y
3003,7,10483,11444,FF,0,N
3004,5,10710,10960,FS,4,Y
3005,24,10009,14961,SS,3,Y
3006,1,10408,10186,SS,0,Y
3007,22,10346,14471,FF,2,Y
3008,10,13996,12086,FS,1,N
3009,1,12716,10097,FF,1,Y
3010,18,14449,13560,FS,1,Y
3011,27,12776,15431,FF,0,Y
3012,10,10183,12120,SS,0,Y
3013,14,11128,12790,FF,2,Y
3014,14,11783,12928,SS,5,N
3015,6,10562,11251,SS,2,N
3016,16,14662,13239,SS,2,N
3017,4,10059,10670,FS,0,Y
3018,9,10300,11753,FS,2,N
3019,19,14213,13764,FS,3,N
3020,20,12233,14125,FF,4,Y
3021,23,13327,14691,SS,4,N
3022,8,10467,11660,SS,2,Y
3023,7,11117,11477,FS,4,N
3024,18,10774,13718,FS,4,N
3025,23,11361,14680,FS,5,N
3026,28,12932,15601,FS,0,N
3027,7,10413,11378,FS,1,N
3028,26,13283,15368,FF,3,N
3029,27,12254,15514,SS,3,Y
3030,25,14975,15114,FS,2,N
3031,6,10673,11222,FS,1,Y
3032,16,13169,13329,FF,2,N
3033,11,14570,12127,SS,0,N
3034,28,13520,15695,FS,3,N
3035,28,12032,15744,FS,4,Y
3036,12,12703,12423,FF,0,N
3037,18,12259,13679,SS,0,N
3038,26,14734,15310,FF,5,Y
3039,24,15311,14884,SS,0,N
3040,5,14314,10944,FF,2,N
3041,26,10882,15296,FF,3,N
3042,16,14777,13322,SS,1,N
3043,2,10041,10242,FS,1,N
3044,9,14671,11790,SS,4,N
3045,10,11911,11927,SS,3,Y
3046,13,10856,12604,FF,5,N
3047,3,10885,10527,SS,4,N
3048,27,15217,15582,FS,3,N
3049,26,12610,15413,FF,1,N
3050,16,12587,13294,FF,2,N
3051,17,15108,13379,FS,0,Y
3052,15,12883,12961,FF,2,Y
3053,11,14634,12253,FF,0,Y
3054,23,10879,14683,FF,0,N
3055,24,15622,14891,SS,0,Y
3056,11,15555,12137,FS,1,Y
3057,20,10218,14179,FS,0,N
3058,3,13509,10430,FS,1,Y
3059,28,11044,15635,FF,3,Y
3060,10,11942,12067,FF,2,Y
3061,11,15350,12326,SS,4,Y
3062,10,11095,11929,SS,5,Y
3063,15,13768,13030,SS,1,Y
3064,14,13405,12808,FF,4,Y
3065,24,14257,14760,FF,4,Y
3066,7,11564,11479,SS,5,Y
